"MCF-7_Rep1"	"MCF-7_Rep2"	"MCF-7_Rep3"	"GM12892_Rep1"	"GM12892_Rep2"	"GM12892_Rep3"	"H1-hESC_Rep1"	"H1-hESC_Rep2"	"H1-hESC_Rep3"	"H1-hESC_Rep4"
"TMEM8A"	23.2428	15.0662	50.4992	11.257	4.70853	3.07275	36.3875	36.1815	35.1212	20.7259
"TMEM8B"	1.16991	2.53311	1.87416	5.71384	3.44258	2.08264	3.09803	3.60058	3.96532	2.20505
"TMEM8C"	0.0254873	0	0	0.0298212	0	0	0	0.0733755	0	0
"TMEM9"	60.1174	30.4716	80.1047	18.6539	19.0555	16.353	61.6814	69.6082	63.3339	46.2717
"TMEM91"	1.6096	2.79086	2.07885	2.73651	5.37131	2.21107	4.25146	4.98857	4.32124	3.04867
"TMEM92"	0.00629397	0.318289	0.00596178	0.0219789	0.0275472	0.0262736	4.26257	4.7791	4.79718	3.99887
"TMEM93"	24.6315	27.5115	23.2401	20.9137	22.3746	11.7978	31.8238	29.0476	22.2889	26.238
"TMEM95"	0	0	0	0	0	0	0	0	0	0
"TMEM97"	34.6595	22.2948	22.0777	23.733	18.103	18.1311	47.9615	43.5511	43.4032	52.2061
"TMEM98"	0.345359	19.766	0.306237	0.02439	0	0	32.9813	42.6415	37.749	29.1583
"TMEM99"	2.35664	4.65695	1.7105	2.79308	4.21918	2.81508	2.59879	2.9993	2.6243	3.62887
"TMEM9B"	19.6564	28.0994	8.74421	14.0465	15.0466	13.3835	3.58208	3.65713	3.91607	5.07219
"TMF1"	7.30958	7.27398	3.7064	5.34439	10.2541	9.07075	2.49936	2.00115	2.27694	2.77861
"TMIE"	0.0670315	0.0294082	0.108517	0	0	0	0.322893	0.321309	0.44415	0.244227
"TMIGD1"	0	0	0	0.0369443	0	0	0	0	0	0
"TMIGD2"	0	0	0.0141308	0.104109	0.361595	0.03143	0.0465825	0.237601	0.110082	0.206708
"TMLHE"	7.26357	8.21898	8.55261	9.9784	6.6577	6.87006	7.6899	6.21068	6.12294	4.86904
"TMOD1"	4.90497	1.06927	2.77638	16.2794	19.0207	13.516	1.90105	1.88425	1.84635	2.47254
"TMOD2"	1.20429	1.85066	0.824032	1.66681	1.46264	2.08986	0.717414	0.446717	0.508385	0.936039
"TMOD3"	23.2702	40.0206	7.79249	7.01382	13.831	11.33	5.90491	4.63865	5.63048	7.84593
"TMOD4"	0.16964	0.0433241	0.172822	0.181385	0.216307	0.0590755	0.109276	0.123264	0.0838313	0.0973393
"TMPO"	61.2424	29.2275	30.6085	53.7398	42.7047	50.8808	33.5253	27.357	30.6487	39.1787
"TMPPE"	0.628495	1.0504	0.740696	0.871834	0.991307	1.08346	0.586383	0.733475	0.718686	0.700213
"TMPRSS11A"	0.0215333	0.00735456	0	0	0.031409	0	0	0	0	0
"TMPRSS11B"	0	0	0	0.0151732	0.0285236	0.0272066	0	0.00953286	0	0
"TMPRSS11BNL"	0	0	0.00503635	0	0	0	0	0	0	0
"TMPRSS11D"	0	0	0	0	0.0675168	0	0	0	0.00929645	0.0144166
"TMPRSS11E"	0.139783	1.24652	0.124394	0	0.0359768	0.0171661	0.138275	0.192148	0.283733	0.43981
"TMPRSS11E"	0	0	0	0	0	0	0	0	0	0
"TMPRSS11F"	0.00847963	0.0173696	0	0	0	0	0	0	0	0
"TMPRSS12"	0	0	0	0.0293593	0	0.0263009	0	0	0	0
"TMPRSS13"	6.8388	0.0104107	9.28032	0.24433	0.23889	0.20711	0.216212	0.191469	0.251497	0.155805
"TMPRSS15"	0	0	0	0	0.00932937	0.00889295	0	0	0	0
"TMPRSS2"	6.33411	0.0108895	5.51924	0.0123547	0.0116175	0	4.83695	5.403	5.04676	4.80902
"TMPRSS3"	1.11592	0.0709608	1.07211	6.08259	107.186	3.59522	0.127722	0.217381	0.271671	0.0382833
"TMPRSS4"	16.1004	1.41414	11.4697	0	0	0	0.0377157	0.0704196	0.0299899	0.0232594
"TMPRSS5"	0.0554487	0.137955	0.0374594	0.119913	0.10398	0.132291	0.27837	0.4166	0.439985	0.165906
"TMPRSS6"	0.143953	0.0164055	0.242627	1.84678	0.886823	1.146	0.145923	0.0780615	0.160924	0.124799
"TMPRSS7"	0.0620979	0.0141435	0.00653184	0	0	0	0	0	0.0103794	0
"TMPRSS9"	0.0428097	0.0439084	0.0558055	0.174357	0.36306	0.156341	0.227834	0.14886	0.153434	0.175354
"TMSB10"	1439.44	7080.41	825.894	2378.33	1653.7	2369.18	915.814	959.33	734.828	965.138
"TMSB15A"	6.00317	0.510795	0.90101	0.039437	0.146624	0	47.7409	51.7613	39.6825	55.3532
"TMSB15B"	10.6443	9.90943	2.08164	2.99721	4.03216	2.88903	5.60652	5.89016	4.65442	5.47612
"TMSB4X"	5090.06	1672.75	4181.61	14982.8	11493.8	12108.7	2434.25	3088.49	2414.68	2308.18
"TMSB4Y"	0	0	0	0	2.01388	0	1.8309	1.61042	1.50367	1.87867
"TMTC1"	1.23862	8.08861	1.6372	0.0152262	0.032775	0.0156102	3.76176	3.455	3.91257	3.80637
"TMTC2"	2.93601	2.31964	2.35508	1.59605	1.38914	1.1361	1.25066	1.19031	1.22447	1.18849
"TMTC3"	4.97795	8.89485	1.13657	0.366052	0.849175	0.728099	3.02839	2.23707	2.51522	5.11898
"TMTC4"	3.63076	1.42774	3.28606	2.4455	2.38291	2.2388	9.60426	8.59674	9.07642	8.80422
"TMUB1"	21.1941	17.0076	37.5022	24.5036	19.5684	4.65092	22.7698	22.718	22.4199	13.9054
"TMUB2"	10.6313	9.48435	13.0267	9.26292	9.66977	6.71176	10.1085	10.7895	10.5026	8.43046
"TMX1"	23.601	16.4367	10.0208	11.9173	12.0742	16.7727	14.8619	11.2968	12.2986	21.0866
"TMX2"	35.0449	46.89	31.6566	26.3471	25.872	21.9321	49.9316	45.6042	44.4516	49.3425
"TMX2-CTNND1"	3.07931e-12	4.31602e-06	0.977871	0.0557295	9.2227e-08	1.58449e-47	0.416564	8.46001e-14	0.845257	2.78874e-12
"TMX3"	3.91999	13.9758	1.02408	5.61741	9.46962	8.3542	2.79446	2.43632	2.92106	4.6893
"TMX4"	11.3587	16.238	9.20083	4.60815	7.06621	5.82015	3.00924	2.9462	3.19536	3.22266
"TNC"	0.112241	8.46019	0.22436	0.362717	0.191617	0.158723	1.62679	1.17048	1.26925	1.22066
"TNF"	0.0865544	0.0774847	0.0714385	34.9135	16.7045	29.7133	0	0	0	0
"TNF"	0	0	0	0	0	0	0	0	0	0
"TNF"	0	0	0	0	0	0	0	0	0	0
"TNF"	0	0	0	0	0	0	0	0	0	0
"TNF"	0	0	0	0	0	0	0	0	0	0
"TNF"	0	0	0	0	0	0	0	0	0	0
"TNF"	0	0	0	0	0	0	0	0	0	0
"TNF"	0	0	0	0	0	0	0	0	0	0
"TNFAIP1"	13.418	27.3595	15.5216	5.25137	4.38377	3.88369	5.44255	5.43507	5.5147	4.66127
"TNFAIP2"	2.95504	0.0494467	3.44908	15.8234	15.4508	12.2348	7.60627	8.65398	8.38426	4.6659
"TNFAIP3"	1.80666	4.54107	0.773504	74.7024	70.5032	71.6735	0.926366	1.0451	0.942196	0.95686
"TNFAIP6"	0	0.0132544	0	1.37605	0.765474	1.62547	0.760141	0.396147	0.423945	0.895227
"TNFAIP8"	6.18393	7.4734	1.57402	48.3693	41.6404	47.8947	5.64561	5.00639	4.39449	5.38311
"TNFAIP8L1"	2.24205	3.69814	2.28964	5.85088	5.26888	3.7731	2.77214	2.92597	2.81802	2.35917
"TNFAIP8L2"	0	0	0.0152033	4.0833	9.08727	3.85597	0.0502799	0.187987	0.143487	0.185041
"TNFAIP8L2-SCNM1"	1.49703e-08	4.92293e-08	0.0489677	0.186082	1.40776	0.429776	4.38346e-16	1.90461e-07	1.49532e-07	6.54427e-10
"TNFAIP8L3"	0.394605	3.85265	0.314726	0.36038	0.0846409	0.646085	0.153634	0.31655	0.185917	0.198149
"TNFRSF10A"	2.95414	17.5931	4.46917	0.717125	2.10877	0.535513	7.50879	5.78779	5.48669	6.00783
"TNFRSF10B"	16.9774	46.9137	14.4997	23.0379	29.3385	20.8305	40.2303	36.5735	36.3122	38.0141
"TNFRSF10C"	3.69375	0.0250935	4.97077	0.844103	1.63671	0.717753	3.15708	3.80456	3.3783	2.57369
"TNFRSF10D"	0.00957509	12.0975	0.00454121	4.73472	8.42496	4.09594	8.13755	5.49806	6.01798	7.56241
"TNFRSF11A"	0.648508	0.810443	1.19853	1.26835	0.644052	0.841585	6.07521	3.98909	5.18008	4.83333
"TNFRSF11B"	0.526926	0.0532333	0.688203	0.0604869	0.0162379	0.0619683	0.532455	0.368789	0.412646	0.553293
"TNFRSF12A"	92.0334	196.132	129.188	0.310802	0.539748	0.278194	37.401	47.6458	40.6593	23.7816
"TNFRSF13B"	0.0137009	0	0.0128893	113.709	66.1301	68.4432	0.0211638	0	0.0203295	0
"TNFRSF13C"	0.10756	0	0.140653	30.2717	33.4922	26.007	0.708337	0.838854	0.817106	0.388657
"TNFRSF14"	0.0105552	6.87981	0	61.4018	52.2319	31.2608	0.0162078	0.076929	0.0788069	0.0244195
"TNFRSF17"	0.019906	0	0.0186206	60.4798	47.52	52.241	0	0	0	0
"TNFRSF18"	7.44217	0.0204073	11.8987	9.09948	3.61199	1.5554	0.761845	0.942721	0.725709	0.289843
"TNFRSF19"	0.810553	0.0457359	0.305832	4.73793	12.5575	5.52667	0.823967	0.682525	0.569551	0.573943
"TNFRSF1A"	31.0626	39.5647	41.7907	2.44343	2.88859	1.26329	22.9324	22.2174	20.1418	17.4503
"TNFRSF1B"	0.00688662	0.0329739	0.0087113	21.9905	17.8522	12.77	0.718032	1.06273	0.985354	0.710459
"TNFRSF21"	20.2787	66.226	14.5793	0.40538	0.0711805	0.174492	18.9212	19.3561	21.2313	18.243
"TNFRSF25"	3.06518	12.4007	5.92842	0.0282442	0.72669	0	7.15474	9.08381	9.6536	5.26699
"TNFRSF4"	0.0175095	0	0.0164149	7.68637	6.6182	0.732051	0.0272443	0.0253734	0.0515676	0.0398904
"TNFRSF6B"	0.640294	190.363	2.45477	0.595254	0.126757	7.89289e-49	0.332549	0.236927	0.554615	0.215609
"TNFRSF8"	0.0073702	0.0453379	0.00697427	42.0295	27.3203	20.7712	10.2709	12.4765	11.7784	6.8262
"TNFRSF9"	0.00275709	0.00283121	0	0.387936	2.5413	0.402607	0	0.0121368	0.0125485	0.00649132
"TNFSF10"	2.09097	1.72511	0.740404	4.40498	3.72435	5.47527	0.0138978	0.0578013	0.0417801	0.0688659
"TNFSF11"	0	0	0	15.5856	13.3755	18.5537	3.85506	3.94627	3.8755	5.39579
"TNFSF12"	0.01338	1.14984	0.0584404	1.40649	4.25633	0.412698	2.50864	3.50146	3.06036	1.8283
"TNFSF12-TNFSF13"	6.03869e-88	2.38817e-05	0.0125349	0.242122	1.31908e-05	0.14753	1.63705e-23	0.144023	0.089942	0.559844
"TNFSF13"	1.39982	2.98714	1.7351	2.46187	4.31968	1.54229	2.05368	2.53392	2.96624	1.54967
"TNFSF13B"	0.116086	0.0338317	0.0125012	1.86172	7.40314	2.42076	0.0294801	0	0.0198715	0.0308131
"TNFSF14"	0	0	0	4.89319	3.84329	4.26056	0.0187724	0.0450885	0	0
"TNFSF15"	0.872795	0.349543	0.362729	0.0152192	0.0131704	0.0107557	0.0528703	0.0379389	0.0355027	0.0425055
"TNFSF18"	0	0.0291113	0	0	0	0	0	0	0	0
"TNFSF4"	0.0290645	0.0248478	0.022973	6.6788	6.27666	5.67067	0.3753	0.212859	0.175625	0.374591
"TNFSF8"	0.0178884	0	0.0507085	0.0625092	0.234783	0.0186747	0	0	0	0
"TNFSF9"	0.4014	17.0704	0.368385	40.0151	52.4319	24.9908	1.58342	1.78649	1.63519	1.53
"TNIK"	0.480494	3.24921	0.283152	20.2751	5.16444	13.0926	10.8858	8.65195	9.09208	9.94463
"TNIP1"	21.3491	63.6969	24.08	140.724	104.674	72.9831	12.4694	15.566	13.6852	10.8934
"TNIP2"	23.7547	14.7968	38.7682	30.6043	19.6322	18.0533	21.9071	21.8998	19.3623	14.5614
"TNIP3"	0	0.0368483	0	0.670316	0.157767	0.755241	0	0	0	0
"TNK1"	5.36571	6.48166	9.03924	1.02794	0.397143	0.669135	3.11312	4.40806	3.77399	2.23364
"TNK2"	9.39962	16.6431	18.6402	6.58733	3.87955	2.17661	8.77307	9.4208	9.16979	6.13709
"TNKS"	4.40574	3.94639	2.80644	3.5028	4.45567	3.70271	7.90703	5.85205	6.38185	8.76451
"TNKS1BP1"	12.2113	49.669	17.6394	3.41373	1.76076	1.77257	30.8253	37.1137	37.1381	22.9249
"TNKS2"	8.20216	10.4338	5.26256	3.7979	5.41218	4.57514	20.1788	13.3411	15.8031	22.4073
"TNMD"	0.0138192	0	0	0	0	0	0.512433	0.482113	0.389504	0.4761
"TNN"	0.00996236	0.00681837	0.00630843	0.0811055	0.0799692	0.03464	0.181095	0.228908	0.246578	0.148362
"TNNC1"	0.379633	0.0641237	0.322069	1.00109	2.20743	0.795184	6.12174	6.84115	5.4827	5.55762
"TNNC2"	0.326031	0.0660549	0.723542	0.152884	0	0.0683003	4.91045	6.06489	5.31347	3.30722
"TNNI1"	0.190821	0.389154	0.14815	0.143761	0.0706116	0.106524	0.304985	0.504817	0.470331	0.259478
"TNNI2"	1.63217	17.0204	2.12064	0.662111	0.205329	0.394457	0	0.0449587	0.224887	0
"TNNI3"	0.41797	0.0999885	0.29771	0	0.160992	0.0514478	10.2382	15.4775	13.7096	9.54213
"TNNI3K"	6.7603e-08	1.87929e-20	0	5.55737e-23	2.30031e-22	1.89772e-14	4.57689e-20	9.7875e-14	3.55675e-11	1.08442e-23
"TNNT1"	27.6672	13.6087	33.0229	0	0.129465	0.0430765	58.6307	75.0087	60.7541	45.0288
"TNNT2"	0.308751	0.122489	0.349691	0	0	0	8.00896	7.03029	6.87311	8.48128
"TNNT3"	0	0	0.0151874	0.389463	1.49336	0.332136	0.0251125	0	0	0
"TNP1"	0	0	0	0	0	0	0	0	0	0
"TNP2"	0	0	0	0	0	0.0824829	0	0	0	0
"TNPO1"	17.6168	21.8531	10.357	11.023	13.7129	11.9962	22.5934	16.3407	18.4924	29.2649
"TNPO2"	25.8644	24.0324	43.4809	15.9195	13.9346	10.3597	28.6415	30.5414	30.6194	23.5268
"TNPO3"	23.6123	18.3272	23.4372	27.5758	20.0743	20.0565	41.8192	38.4321	41.3992	40.3318
"TNR"	0	0	0	0.00744291	0	0	0.0193848	0.00938716	0.00485023	0
"TNRC18"	12.9734	12.3216	23.0899	3.53871	2.6976	0.678324	1.20778	1.05503	1.13226	0.764181
"TNRC6A"	12.6232	6.24647	8.12313	4.81508	5.76214	4.39444	19.1053	17.7364	19.0087	21.1139
"TNRC6B"	1.5254	2.8657	1.22155	2.10893	5.02608	3.70708	4.09865	3.80386	3.67881	5.29446
"TNRC6C"	2.34259	0.867408	2.72116	0.527554	0.728546	0.456515	4.82853	5.31156	5.4999	4.76107
"TNS1"	0.450498	0.14831	0.700234	0.401992	1.44151	0.234906	0.790404	0.855078	0.885329	0.745186
"TNS3"	13.5814	6.45807	10.889	1.24211	0.830042	0.74806	6.63838	6.56777	7.08667	5.44882
"TNS4"	1.41781	195.394	2.63791	0.0287669	0.0270657	0	0.106296	0.151017	0.23071	0.0677169
"TNXA"	0.0647914	0.0031633	0.122757	0.159583	0.141784	0.154543	0.422006	0.768895	0.555831	0.212644
"TNXA"	0	0	0	0	0	0	0	0	0	0
"TNXA"	0	0	0	0	0	0	0	0	0	0
"TNXA"	0	0	0	0	0	0	0	0	0	0
"TNXA"	0	0	0	0	0	0	0	0	0	0
"TNXA"	0	0	0	0	0	0	0	0	0	0
"TNXB"	5.18634e-09	0.00280287	5.75928e-07	0.0116535	1.301e-06	3.8824e-08	0.0478524	1.1111e-09	0.0484375	3.83046e-09
"TNXB"	0.182531	2.10166e-10	0.276762	0.440039	0.286251	0.224431	0.83424	1.1293	1.18039	0.523351
"TNXB"	0	0	0	0	0	0	0	0	0	0
"TNXB"	0	0	0	0	0	0	0	0	0	0
"TNXB"	0	0	0	0	0	0	0	0	0	0
"TNXB"	0	0	0	0	0	0	0	0	0	0
"TNXB"	0	0	0	0	0	0	0	0	0	0
"TNXB"	0	0	0	0	0	0	0	0	0	0
"TNXB"	0	0	0	0	0	0	0	0	0	0
"TNXB"	0	0	0	0	0	0	0	0	0	0
"TOB1"	49.1415	67.4335	39.8921	10.0988	10.055	6.4384	10.8311	10.232	10.0913	11.3841
"TOB2"	14.5222	11.9485	13.7686	7.4524	6.19643	4.29565	20.05	17.5661	18.818	16.4292
"TOB2P1"	0.6067	0.265388	0.901215	0.355672	0.247059	0.117765	0.699992	0.592508	0.660932	0.474049
"TOE1"	6.04568	7.34587	9.41426	9.80525	4.43581	5.68803	8.32778	8.15733	7.84273	6.6216
"TOLLIP"	5.45012	19.0749	9.76657	6.71637	6.77206	3.35784	7.33766	8.72763	8.76679	5.35124
"TOM1"	5.29838	6.1466	7.94661	11.061	9.21537	4.09757	10.2662	10.2565	11.1197	6.32525
"TOM1L1"	17.8352	17.8103	12.1121	2.16629	0.390796	2.05067	19.0806	16.7286	17.9212	21.9083
"TOM1L2"	19.6005	14.3126	34.1027	2.3493	2.53352	1.31902	0.88791	0.874176	0.902833	0.630148
"TOMM20"	43.3053	52.1329	22.3568	63.357	75.5462	55.659	71.9492	66.9423	66.5922	79.2659
"TOMM20L"	0.495536	0.385178	0.2455	0.268514	0.16608	0.239745	0	0.162888	0.323516	0.415427
"TOMM22"	45.908	63.952	28.4823	80.2536	67.0236	69.3125	61.9877	68.4955	57.3826	58.4089
"TOMM34"	15.6224	33.7707	20.2171	20.7917	13.8207	14.017	19.8448	22.4577	21.8844	16.44
"TOMM40"	79.2235	64.0413	154.413	53.2464	30.3964	31.8572	102.014	102.887	97.484	54.6683
"TOMM40L"	3.3956	6.89611	4.54988	4.53639	3.88409	3.83889	5.86943	6.00172	6.02326	4.83523
"TOMM5"	111.054	141.484	75.1852	132.675	139.626	118.321	98.2055	104.968	78.2262	115.461
"TOMM6"	66.6018	94.6932	52.7783	119.576	104.145	114.693	84.177	82.2247	78.6554	94.57
"TOMM7"	114.56	126.226	82.677	198.906	150.457	129.47	157.105	166.075	150.083	209.586
"TOMM70A"	19.5219	19.5958	10.2201	16.5309	17.9713	16.1226	14.3059	11.0302	10.9134	16.3288
"TONSL"	9.50244	5.33501	22.2731	8.3369	3.49034	2.48525	25.9997	25.3626	25.8745	16.5915
"TOP1"	83.963	39.8929	40.7141	38.1691	43.9324	34.4456	34.0096	31.6499	32.9199	43.6566
"TOP1MT"	32.8688	9.86939	33.8214	7.42135	4.11533	4.89108	32.5317	32.7673	32.3194	24.3949
"TOP1P1"	0.869472	0.355201	0.565908	0.38688	0.35182	0.447514	0.34345	0.302964	0.501439	1.00124
"TOP1P2"	0.284964	0.06156	0.0113448	0.0280735	0.105309	0.0880281	0	0.00876456	0	0
"TOP2A"	59.7287	34.3428	24.0432	30.92	29.649	30.0329	51.2663	38.6652	39.223	67.2691
"TOP2B"	63.7004	25.5908	17.9431	35.2939	25.4429	27.5539	34.7494	28.9816	29.2866	45.6261
"TOP3A"	6.83434	5.22378	10.1463	8.66125	6.10186	5.51851	11.3473	10.2918	10.5687	8.57151
"TOP3B"	6.08303	5.19241	11.3402	5.54054	4.68176	4.25825	15.5591	13.8677	13.0667	10.5246
"TOPBP1"	18.4819	8.43653	12.675	17.1933	13.2915	18.0064	9.18598	7.29903	8.20919	10.4977
"TOPORS"	6.23033	7.41689	3.13013	6.76645	5.61158	6.08147	8.64409	7.5947	7.49838	10.4706
"TOR1A"	55.3605	22.873	57.5789	13.5094	10.3955	8.99658	18.466	19.4038	17.9124	16.2901
"TOR1AIP1"	10.8398	13.1222	5.68389	7.18582	11.193	9.94304	4.38019	3.42553	3.75539	4.75201
"TOR1AIP2"	6.39258	9.78879	2.87993	3.43372	6.65557	6.33407	4.29296	4.20379	4.23082	5.20536
"TOR1B"	14.2943	9.31228	14.9015	4.42658	3.7743	3.71625	6.52919	6.21766	6.33678	4.98585
"TOR2A"	15.0567	4.87291	28.6135	4.65254	2.63602	2.12861	8.20725	10.1232	9.50052	5.23081
"TOR3A"	33.8738	20.029	35.4803	19.3484	13.3172	15.2158	12.7516	15.1075	14.6108	10.6113
"TOX"	0.0121795	0.00416648	0.00770707	16.6032	3.86581	11.4213	4.23903	5.53995	5.25211	4.53644
"TOX2"	2.14056	0.708162	1.83831	18.9941	10.4539	6.76118	1.11456	0.938084	1.1338	0.616801
"TOX3"	0.977069	0	0.522588	0	0	0.0113844	6.79857	7.05605	7.52693	5.56887
"TOX4"	26.3861	13.3686	26.563	15.0932	11.4756	11.4608	10.8928	11.7995	12.365	10.1911
"TP53"	96.508	33.4555	109.646	48.1781	32.2985	32.4257	90.7555	96.6957	92.4713	79.2408
"TP53AIP1"	0.054902	0.732342	0.0284217	0	0	0	0	0.0569885	0.167301	0.0859101
"TP53BP1"	7.095	8.79738	6.99955	9.38823	8.50257	6.71736	21.4695	18.5223	19.4822	20.8221
"TP53BP2"	6.11633	4.25808	5.16917	5.25747	2.10923	4.65423	12.5594	11.747	12.3056	12.0822
"TP53I11"	23.1006	10.9755	41.1618	0.0279685	0.0105226	0	26.428	33.0367	33.3773	17.9708
"TP53I13"	12.366	10.5039	24.3629	9.52857	7.67316	3.41435	10.6847	11.006	11.6236	5.04725
"TP53I3"	10.1987	50.9285	8.13558	5.80094	4.85636	3.86435	18.53	18.8166	21.1802	15.0867
"TP53INP1"	16.0163	3.86503	3.33687	8.43066	9.79946	8.54487	2.82064	2.21769	2.09982	3.99238
"TP53INP2"	2.28975	1.94503	1.59433	2.92378	3.40974	1.28984	1.59789	2.22349	2.21532	1.74713
"TP53RK"	8.25565	6.42795	4.69787	5.98928	5.06089	5.56994	4.71319	4.33652	4.20483	4.6862
"TP53TG1"	44.4142	22.1075	26.3233	16.733	27.5097	14.8574	6.54999	9.67965	7.34449	6.48568
"TP53TG3"	3.42934e-10	0.0193059	0	6.92705e-10	0	0	0	0	0	0
"TP53TG3"	2.9476e-10	0.0192538	0	6.59101e-10	0	0	0	0	0	0
"TP53TG3"	2.72536e-10	0.0192537	0	6.92705e-10	0	0	0	0	0	0
"TP53TG3B"	0.0215259	1.59212e-06	0	0.00502003	0	0	0	0	0	0
"TP53TG3B"	0.0194518	1.51196e-06	0	0.00504045	0	0	0	0	0	0
"TP53TG3B"	0.0172207	1.59411e-06	0	0.00502003	0	0	0	0	0	0
"TP53TG5"	0.182099	0.0618359	0	0.0472799	0.0441894	0.0423126	0.0316473	0	0	0.274931
"TP63"	5.99743	50.1498	2.18541	10.1733	1.94943	9.64759	0.00551762	0.0101458	0.0110258	0.0085535
"TP73"	1.78974	1.38253	4.879	8.01857	3.68673	2.06405	1.27436	1.63325	1.56377	0.804784
"TP73-AS1"	0.00257265	2.83976	0.0145152	2.80039	3.4159	1.85192	12.0052	10.9501	11.8018	9.78211
"TPBG"	56.775	53.628	62.2426	2.33349	0.416507	1.41517	14.8634	12.3021	12.8703	10.7616
"TPCN1"	4.24518	6.87213	7.93082	11.5447	8.59894	6.64846	6.84548	7.8177	8.68079	5.26513
"TPCN2"	4.28772	3.56634	5.85554	3.0282	1.86142	1.78767	4.35004	4.71159	4.74036	3.35304
"TPD52"	51.7157	14.9669	17.1952	13.675	14.1271	14.3275	5.50442	5.7193	6.05797	7.11384
"TPD52L1"	164.392	63.1348	198.614	0	0.129544	0.092889	4.50559	4.39705	3.66785	3.59574
"TPD52L2"	102.293	71.2312	120.604	24.5787	22.1258	19.4789	38.7979	41.1982	39.3013	29.4391
"TPD52L3"	0	0	0	0	0	0.0388098	0	0	0	0
"TPH1"	0	0.030237	0	0.160617	0.129225	0.287873	0.0151002	0.100535	0.02945	0.0228172
"TPH2"	0	0	0	0	0	0	0.101293	0.0862176	0.0997354	0.0859034
"TPI1"	439.624	806.375	745.295	896.22	669.243	690.928	511.002	631.444	591.672	406.028
"TPI1P2"	1.17797	0.524682	1.17534	0.678364	0.536446	0.405334	0.207744	0.223751	0.262512	0.193263
"TPI1P3"	1.03666	2.21761	1.55423	2.24006	2.71523	2.67819	1.29628	1.42902	1.42064	0.21451
"TPK1"	0.943866	0.414795	0.718992	1.82225	3.21728	1.82077	0.470342	0.572048	0.334255	0.514189
"TPM1"	114.351	145.783	146.486	0.226279	0.215041	0.292745	200.729	177.397	165.575	210.427
"TPM2"	6.19286	255.373	6.21179	2.10508	57.512	1.55609	104.579	114.209	103.602	104.942
"TPM3"	122.74	156.692	92.0334	132.508	96.4997	99.7208	116.466	116.982	116.49	148.911
"TPM4"	345.448	337.335	226.966	211.035	123.262	193.958	139.144	128.61	131.174	161.365
"TPMT"	3.95685	9.37347	2.29684	4.52208	9.30155	5.61949	6.68375	6.54103	6.56124	9.10472
"TPO"	0.0136349	0	0.0443656	0.061093	0	0.100686	0.0623505	0.0600305	0.0705809	0.111342
"TPP1"	7.39455	25.0274	9.38389	25.8884	17.9029	11.0258	19.9706	18.7467	19.7262	16.7244
"TPP2"	6.31135	12.4778	3.83547	16.9931	15.0021	15.7239	18.6998	13.6407	15.0983	21.5135
"TPPP"	0.263364	0.439476	0.333717	0.232879	0.126133	0.206025	0.431732	0.483062	0.524431	0.258369
"TPPP2"	0	0	0	0	0	0	0	0.0379297	0.0381576	0
"TPPP3"	2.18152	0.0191705	2.31457	0	0	0.03932	0.381351	0.462786	0.706435	0.256338
"TPR"	27.8204	15.5564	22.3434	22.4479	16.821	17.9827	23.4197	18.1554	19.6864	25.4038
"TPRA1"	20.5211	14.3141	31.8074	8.86028	9.88394	6.92109	9.67406	10.2443	10.0393	6.37595
"TPRG1"	0.129218	0.189398	0.0306472	7.47924	2.32328	8.50298	0.00700769	0.00676096	0.0209244	0.0216397
"TPRG1L"	11.4658	33.4846	15.9204	8.72717	6.43233	6.16629	12.4518	13.8651	12.8517	9.90453
"TPRKB"	42.4383	26.652	8.02315	21.6623	18.6398	26.437	17.2019	17.3809	13.3396	30.9845
"TPRN"	14.7747	2.69449	34.3334	4.57049	2.71093	1.60073	9.64008	10.1337	8.58489	4.55975
"TPRX1"	0.0194074	0.00993294	0.0183253	0.0113052	0	0.0202626	0	0.0283097	0.0145149	0.0224923
"TPRXL"	0.0231896	0.0791963	0.0292487	0.0180016	0.0338237	0	0	0.0112945	0	0
"TPSAB1"	0.031879	0	0.029929	0.0372031	0	0.0333131	0.0370905	0.0578219	0.0313939	0.036439
"TPSB2"	0	0	0	0.0382754	0	0	0.0381883	0.035675	0.00806634	0.037447
"TPSD1"	0	0	0	0.0281504	0	0	0.341336	0.554988	0.676388	0.324333
"TPSG1"	0.297337	0	0.393533	0	0	0	0.326562	0.481575	0.412106	0.239091
"TPST1"	4.17869	19.6983	3.87657	1.40198	2.08781	1.36429	4.55128	4.69515	4.71771	4.21555
"TPST2"	3.91582	11.9151	6.22419	12.4343	7.64093	6.69601	31.5808	31.474	30.4999	27.7063
"TPT1"	3178.16	2704.96	2180.72	3347.57	4140.25	3508.32	1303.92	1452.65	1284.18	1340.97
"TPTE"	2.43929	0	1.46406	0.0198039	0.0371984	0	0.00650204	0.0372439	0.00637388	0.0296397
"TPTE2"	0.0466972	0	0	0.289287	0.576969	0.108355	0	0	0	0
"TPTE2P1"	0.0279931	0.0117607	0.00483784	0.0118363	0.0167154	0.03716	0.0789126	0.119514	0.0926997	0.116892
"TPTE2P3"	0.0132072	0	0.0187598	0	0	0	0	0.0193161	0.01988	0.0462395
"TPTE2P6"	0	0.00324953	0	0.0368941	0.0138722	0.0595397	0.294547	0.43586	0.486915	0.333115
